company,model,year,vehicle_age,mileage,service_issues
Toyota,Urban Cruiser,2017,7,88001,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,WagonR,2014,10,101319,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Brake Pad Replacement"
Maruti,Alto,2022,2,21215,"Engine Oil Change, Fuel Filter Replacement"
Tata,Tiago,2020,4,40241,"Engine Oil Change, Air Filter Replacement, Battery Replacement"
Honda,Civic,2013,11,191417,"Transmission Fluid Change, Engine Oil Change, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Nexon,2022,2,25817,"Exhaust System Repair, Tire Rotation"
Tata,Tiago,2011,13,128965,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Wiper Blade Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Honda,CR-V,2011,13,125134,"Engine Oil Change, Wheel Alignment, Suspension Check, AC Gas Refill, Timing Belt Replacement, Air Filter Replacement"
Toyota,Innova,2015,9,130026,"Transmission Fluid Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Toyota,Fortuner,2016,8,117206,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Clutch Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Fortuner,2022,2,27534,Engine Oil Change
Honda,City,2005,19,352298,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, Clutch Replacement, Timing Belt Replacement, Battery Replacement"
Hyundai,Venue,2016,8,73580,"Spark Plug Replacement, Wheel Alignment, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Honda,Accord,2023,1,9774,"Engine Oil Change, Wiper Blade Replacement"
Tata,Nexon,2024,0,11379,Engine Oil Change
Tata,Harrier,2018,6,52133,"Engine Oil Change, Wheel Alignment, Exhaust System Repair, Suspension Check, Battery Replacement"
Honda,CR-V,2015,9,133868,"Transmission Fluid Change, Spark Plug Replacement, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Camry,2020,4,63955,"Engine Oil Change, Air Filter Replacement"
Honda,WR-V,2014,10,107549,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Brake Pad Replacement"
Honda,City,2023,1,11477,Engine Oil Change
Honda,Jazz,2019,5,46020,"Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Battery Replacement"
Tata,Altroz,2019,5,58387,"Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement"
Honda,City,2021,3,56825,"Engine Oil Change, Wheel Alignment, Suspension Check, Wiper Blade Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Urban Cruiser,2019,5,71637,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Honda,Civic,2023,1,10521,"Engine Oil Change, Tire Rotation"
Maruti,Vitara Brezza,2010,14,116438,"Transmission Fluid Change, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Swift,2010,14,128323,"Transmission Fluid Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement"
Honda,CR-V,2015,9,104092,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Wiper Blade Replacement, AC Gas Refill, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Honda,CR-V,2023,1,18830,Engine Oil Change
Maruti,Swift,2016,8,136413,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Tata,Nexon,2020,4,34947,"Engine Oil Change, Suspension Check, Wiper Blade Replacement, Air Filter Replacement, Tire Rotation"
Toyota,Glanza,2016,8,78007,"Spark Plug Replacement, Wheel Alignment, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement"
Honda,Jazz,2014,10,122516,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Honda,Jazz,2023,1,21435,"Wheel Alignment, Tire Rotation"
Tata,Altroz,2018,6,84481,"Engine Oil Change, Coolant Flush, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Tucson,2010,14,229679,"Transmission Fluid Change, Spark Plug Replacement, Wiper Blade Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Jazz,2018,6,58500,"Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Honda,CR-V,2014,10,150669,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Hyundai,Verna,2019,5,84116,"Suspension Check, Air Filter Replacement, Engine Oil Change"
Maruti,Dzire,2014,10,101174,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Clutch Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Nexon,2018,6,89813,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Brake Pad Replacement"
Tata,Altroz,2019,5,79042,"Engine Oil Change, Spark Plug Replacement, Exhaust System Repair, Suspension Check, Coolant Flush, Timing Belt Replacement"
Tata,Harrier,2010,14,169257,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Exhaust System Repair, Suspension Check, Coolant Flush, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Altroz,2016,8,129101,"Transmission Fluid Change, Clutch Replacement, Timing Belt Replacement, Brake Pad Replacement"
Toyota,Innova,2015,9,129390,"Engine Oil Change, Transmission Fluid Change, Wheel Alignment, Suspension Check, Coolant Flush, Timing Belt Replacement"
Tata,Harrier,2018,6,108822,"Transmission Fluid Change, Spark Plug Replacement, Suspension Check, AC Gas Refill, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Alto,2013,11,87545,"Engine Oil Change, Brake Pad Replacement, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Honda,Accord,2015,9,104450,"Transmission Fluid Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Hyundai,Venue,2023,1,8948,"Engine Oil Change, AC Gas Refill"
Honda,Civic,2022,2,14430,"Engine Oil Change, Tire Rotation"
Toyota,Camry,2017,7,116378,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Timing Belt Replacement, Brake Pad Replacement"
Hyundai,Venue,2010,14,190971,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Alto,2022,2,23350,"Engine Oil Change, Wiper Blade Replacement, AC Gas Refill"
Maruti,Swift,2012,12,92869,"Transmission Fluid Change, Suspension Check, Wiper Blade Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Fuel Filter Replacement, Brake Pad Replacement"
Maruti,WagonR,2010,14,230015,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Venue,2020,4,60699,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Air Filter Replacement, Tire Rotation"
Toyota,Fortuner,2022,2,25566,"Wheel Alignment, Wiper Blade Replacement, Tire Rotation"
Toyota,Fortuner,2023,1,8110,"Engine Oil Change, Tire Rotation"
Hyundai,Creta,2017,7,72702,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Clutch Replacement, Battery Replacement, Air Filter Replacement"
Maruti,Dzire,2020,4,52335,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Battery Replacement, Air Filter Replacement"
Tata,Tiago,2016,8,74952,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Exhaust System Repair, Coolant Flush, Air Filter Replacement"
Honda,Civic,2012,12,127454,"Engine Oil Change, Air Filter Replacement, Wheel Alignment, Timing Belt Replacement"
Tata,Harrier,2020,4,54838,"Coolant Flush, Spark Plug Replacement, Engine Oil Change, Tire Rotation"
Tata,Safari,2014,10,115810,"Transmission Fluid Change, Exhaust System Repair, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Civic,2013,11,198069,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, Tire Rotation"
